-0,021662042
-0,09192205
-0,0044157263
0,2541457
-0,028444
-0,28105995
0,35091066
0,32587495
-0,11699585
-0,053093284
0,14337139
-0,2798055
0,08589996
0,07049054
-0,07916372
0,13636972
-0,16094689
0,24332471
-0,07395043
-0,0051786387
0,14852498
0,23366249
0,22666612
0,19204307
-0,21923105
-0,2510975
0,21851805
-0,023891201
0,101059385
-0,2269668
0,18251444
0,2456659
0,012759163
0,114325106
-0,16767858
-0,35987318
-0,2197976
0,0857041
-0,20169376
-0,33027098
0,37172
-0,2703858
-0,20231637
0,25791782
-0,08653137
-0,29978478
0,05197253
0,21566717
-0,039885346
0,24724714
0,19016136
0,084439605
0,23910025
-0,28870526
-0,123170294
0,12452877
0,11689321
0,17755197
-0,11728958
-0,132241
-0,20508702
-0,06207399
-0,13044344
0,27335373
0,25257516
0,2178839
0,097773105
0,3470304
-0,24019751
-0,1683972
0,021158481
-0,021173103
0,1910189
-0,061130993
0,076459564
-0,15840153
-0,0666103
-0,4229812
-0,23663718
-0,15623602
-0,014655863
-0,29870784
-0,20496824
0,3308464
0,05792822
-0,2807474
-0,25240153
0,009161132
-0,14203529
-0,041951817
-0,034400832
0,017620808
-0,027751032
0,17701249
0,3104493
-0,044185765
0,3283981
-0,058482364
0,2653321
0,086849436
0,046190865
0,21099803
0,026965685
-0,31177053
-0,30120715
-0,16275454
-0,27219525
-0,016065951
-0,097224556
0,2850802
0,061423797
-0,05817234
-0,093578584
-0,19322093
0,14523375
-0,35018748
-0,22696374
0,0022786793
0,099816225
0,18405107
0,27001843
-0,33972195
0,10153205
0,2423561
0,20308821
-0,19892411
-0,15298612
0,20590574
0,044566363
-0,17761394
-0,004942987
-0,312689
-0,23875645
0,21025674
0,074764505
0,23202139
0,11430596
-0,22374512
0,08182712
-0,12175796
-0,30487585
-0,022165287
-0,2471453
-0,22253041
-0,3221245
0,29615954
-0,29956624
-0,15740265
-0,32156435
0,21787113
-0,2508353
-0,11279201
0,28358918
-0,2644367
0,25690502
-0,056645285
0,31837347
0,09104376
-0,1886381
0,3257592
-0,291621
-0,17325601
-0,3014408
-0,19744958
0,1034037
-0,086484425
-0,17320625
0,14113516
-0,0057625948
0,28159744
0,00244614
-0,25867173
0,35113195
-0,24900351
0,20105755
-0,109031565
0,28118446
0,03967875
0,14525416
0,18069178
-0,27789962
0,29504877
0,22658545
0,06944815
0,2594652
-0,34327218
-0,13576886
-0,26710588
0,20227435
-0,18651266
0,343658
0,22076175
0,30933014
0,19790635
-0,3078742
0,22623672
-0,029012324
0,31205332
0,06520811
0,22107819
-0,007521862
0,024416793
0,0628897
-0,17339255
-0,08830952
-0,22786975
0,038004108
0,09793922
-0,27400318
0,10426335
0,21032856
-0,093938224
-0,28702304
0,013368734
0,1372866
-0,3067852
-0,07965072
-0,115811974
-0,15450607
-0,09692709
-0,30505154
-0,019387754
0,12752362
-0,080235146
0,31281298
0,06970291
-0,16590229
-0,19392224
0,31302452
0,22781114
0,21768767
0,29945993
0,20075475
0,1617966
-0,15426795
0,16395052
-0,19388486
0,06412653
-0,30630088
0,2190779
0,10837901
0,12674397
0,19855925
-0,19744958
0,1034037
0,11351558
0,12679376
-0,058864843
0,29423732
-0,3184026
0,00244614
-0,25867173
0,15113185
-0,24900351
0,20105755
-0,109031565
0,08118443
-0,060321245
-0,15474585
0,18069178
-0,3778997
-0,1049512
0,22658545
-0,13055184
0,2594652
0,05672777
0,16423112
-0,16710582
-0,09772566
-0,28651264
0,343658
0,02076177
-0,19066992
-0,0020936625
0,09212589
-0,07376335
-0,029012324
0,11205328
0,16520813
-0,07892183
0,19247814
0,22441678
-0,23711036
0,22660746
-0,08830952
0,17213026
-0,16199587
-0,0020607875
-0,3740032
-0,29573667
-0,18967144
0,30606183
-0,08702302
-0,086631246
0,1372866
-0,20678513
0,22034934
-0,015811961
-0,05450609
0,3030729
0,2949485
0,08061222
-0,3724764
0,31976473
-0,18718717
0,16970289
0,23409772
-0,19392224
0,013024518
-0,27218902
0,11768766
-0,3005401
0,000754714
0,26179668
-0,25426802
-0,23604949
-0,19388486
0,26412663
0,19369917
-0,1809221
-0,06268848
-0,25335371
-0,31578863
-0,31873548
-0,17410971
0,30204478
-0,2701402
0,2692068
0,2798468
0,027593235
0,09489584
-0,26738882
0,019245476
0,30702496
-0,064836666
-0,08841496
0,22694315
-0,099211745
-0,026758635
0,02797387
0,15854819
-0,3391408
-0,30219343
0,15941231
-0,046463788
0,26726687
-0,06555559
0,015320203
-0,095319875
0,015858121
-0,2737716
0,28182423
0,019875558
-0,2651777
-0,09687
0,3053193
-0,07161766
0,1968202
0,118756615
-0,1310225
0,0077191344
-0,2984318
-0,077731274
0,20895158
0,109101415
0,020072183
0,20108053
0,10229764
0,030438412
0,24084106
0,05456761
0,20039244
-0,07112219
-0,05421571
-0,115387626
-0,113001965
0,31038332
-0,07971909
0,35173064
-0,2581192
0,11019263
0,25419104
-0,07130746
-0,17802775
0,0767387
0,24625266
0,012805088
-0,19853315
-0,09868285
-0,1391612
0,27110437
0,30744508
-0,011375829
-0,2327644
0,44259113
0,23208097
-0,020747323
0,02046279
-0,2288822
0,1309228
-0,16404052
0,25294566
0,27496165
0,0059804176
-0,13175434
-0,20032999
-0,056831334
-0,2105303
0,27747157
-0,35294682
0,30032992
-0,24403839
0,4004063
0,18714671
0,12762539
0,33827308
0,1296397
-0,1997659
-0,23260498
0,30353346
-0,3025156
0,08523597
-0,19983038
-0,27523926
0,35962653
-0,029693905
-0,042279832
-0,2533828
0,00270425
0,006930547
0,323574
0,06374117
-0,2883571
-0,16571927
0,1838231
0,30545878
0,32388356
0,1848043
-0,30436626
-0,035659056
-0,16686839
-0,105882205
-0,18124768
-0,19693236
0,003339835
0,13830999
-0,29774046
0,19998236
0,015081748
-0,1695401
-0,21171787
-0,11832053
-0,17293194
-0,037365198
-0,018585285
-0,038003825
0,009849524
0,10898763
0,23742445
0,022508258
0,3054873
-0,03425015
0,118777566
-0,17940395
-0,22891104
-0,081783436
-0,2765068
0,09988726
0,20004891
0,14799255
0,2767991
0,30599502
0,28219965
0,148514
0,24726087
0,20445009
-0,24248432
-0,22761841
0,030459197
-0,25494865
0,035959497
0,05294568
-0,02503827
-0,19401954
0,06824563
-0,00032999445
-0,056831334
0,2894697
0,27747157
-0,1529467
