-0,6693432
-0,6857356
0,50996584
-0,6241746
-0,61758316
0,6628996
-0,8432698
0,27013782
-0,76041454
-0,57963276
-0,31121162
0,6019129
-0,29825562
-0,33009446
-0,3125579
-0,00092955906
-0,03386376
-0,3398345
-0,742376
-0,027777525
0,042334545
-0,8845213
-0,7463499
-0,9668633
-1,207086
-0,872955
1,2857066
-0,9094837
-1,5286336
-0,564224
1,0330955
-0,61506504
-0,572645
-0,3946942
-0,112166405
-0,74585366
-0,21540678
-0,6777993
-0,5186541
-0,7374578
-0,25443286
-0,773598
-0,5749436
-0,5633146
0,33716685
-0,3811461
-0,56134856
0,6094763
-0,3501468
-0,0107533615
-0,013556299
-0,4006243
0,81859493
-0,6658384
0,4104053
-0,12337797
-0,54669505
-0,7094883
-0,8195779
-0,91714716
-1,3885037
-1,7568872
-0,64856064
-0,33334747
0,102986775
-0,8367063
-0,14566368
0,11769284
-0,8935699
-0,23871575
-0,28861606
-0,66214997
0,06677305
-0,93503886
-0,78871626
-0,9122335
-0,61953264
-0,43464065
0,44288054
-0,3956494
-0,6748717
0,08088925
-0,68664634
-1,0224699
-0,572202
-0,9408182
-0,6577257
-0,5967713
-0,8652412
-0,08116844
0,1664222
-1,5473042
0,40994126
-1,4370068
0,22924659
-0,75672126
-0,18947715
-0,34341076
-0,9499223
-0,8160752
-0,11785461
-0,5127156
-0,8569934
-0,44542032
-0,3416981
-0,10949315
-0,2281697
0,083728485
-0,44682857
-0,47967207
-0,9258455
-0,53916806
-1,0155383
-0,9219757
-0,30645233
-1,3370161
-1,058035
0,47050145
0,3407906
-1,4884995
0,078575864
-0,2724727
-0,38824457
0,14779787
-0,7187534
-0,30394214
-0,7771135
0,5322238
-0,5951188
-1,0247421
-0,27832788
-0,29186738
-0,18620735
0,12936865
-0,522355
-0,16374359
-0,291784
-0,76076686
-0,44748515
-0,76839864
-0,81839824
0,54347163
-0,15426672
-0,47744128
-0,21284102
-0,74470156
-0,57296014
-0,026972288
-0,5004536
-0,78552854
0,026105307
0,4206817
-1,0495678
-1,0731395
-1,520265
-0,38285083
-1,5756909
-0,39498276
0,17323759
-0,33966568
-0,20186782
-1,2315679
-0,15050767
-0,27976522
-0,43799675
-0,7330305
-0,056812666
-0,61140066
-0,7048971
-0,4150317
0,60056645
-0,72947085
-0,09226814
-0,21077672
0,10600869
-0,72415555
-0,45994678
-0,025627397
-0,81657785
-0,46917564
-0,45059603
-0,3960548
-0,2742341
-0,03919247
0,025220392
-0,09121461
0,0924475
-0,60400754
-0,5491314
-0,20603457
-0,9928096
0,037346937
-0,82827955
-0,7379114
-0,7972319
0,24668832
-0,7645896
-0,22522251
-1,3128296
0,097491205
-0,23424031
-0,10221213
-0,18958175
0,05588022
-0,14433746
-0,3520594
-0,8999834
0,14476913
-0,3096423
-0,6180309
-0,7226575
-0,54134345
0,23226875
-0,86623937
0,071187116
-0,46414945
-0,47362983
-0,88551104
-1,0188125
0,32056338
-0,82063985
-0,048195567
-0,5012725
-0,11699658
-0,53842807
0,43573797
-1,1320403
-0,63467073
-0,41154733
-0,89054734
-0,32578152
-0,69645274
-0,7325268
-0,6538023
1,1572765
-0,41674992
0,1836285
-0,48568398
-0,78611296
-1,0498776
-0,19122517
0,0848402
-0,25478515
-0,5968584
