-0,1
0,3
0,2
0,1
-0,1
0,3
0
0,3
0,2
-0,3
0,2
-0,3
-0,1
-0,1
-0,2
-0,2
-0,3
0
0
-0,2
-0,3
0
-0,2
0,1
-0,2
-0,1
0,1
0,3
-0,2
0,3
0,3
-0,3
0,1
-0,2
-0,3
-0,1
0,3
0,3
-1,6
-0,6
-0,30000000000000004
1,1
-1,9
2,6999999999999997
2,8
3,7999999999999994
-0,2
0,2
0,2
0
-0,2
-0,3
0,2
-0,3
-0,2
0,2
0,1
-0,3
-0,1
0,3
-0,1
-2,6999999999999997
-2,9999999999999996
-3,6999999999999997
-6,200000000000001
-6,600000000000001
-12,100000000000007
-12,700000000000006
-14,600000000000009
-10,100000000000005
-6,500000000000002
-13,400000000000007
-4,5
-6,200000000000001
-17,6
-18,200000000000003
-13,300000000000008
-7,400000000000002
-6,200000000000001
0
-0,2
0,3
-0,3
0,1
0,2
0,2
-0,1
-1,1
-2,3
-3,6999999999999997
-3,8999999999999995
-9,000000000000004
-6,300000000000002
-1,9000000000000004
-0,9000000000000002
-13,500000000000007
-10,300000000000004
1,7000000000000002
-2,1999999999999997
6,600000000000002
-7,700000000000003
-4,299999999999999
-15,600000000000007
-11,300000000000006
8,900000000000004
-6,700000000000001
-8,200000000000003
2,4
-6,800000000000002
-0,3
0,3
-0,1
0,2
0,2
0,1
-1,2000000000000002
-1,6
-4,3
-0,5999999999999999
-9,600000000000003
-7,700000000000003
-1,1000000000000005
-2,7
-3,3
-3,3999999999999995
-1,2000000000000002
-5,6
-3,4000000000000004
-4,6
1,9000000000000004
1,7000000000000002
2,6
5,2
-2,799999999999999
2,1
0,20000000000000018
-0,9000000000000002
-5
-0,8
0,2
0,1
0,2
-0,2
-1,9
-6,900000000000002
0,6999999999999998
-0,7000000000000001
-10,200000000000005
-1,1
-8,800000000000002
8,900000000000004
-7,900000000000002
3,9999999999999987
8,700000000000003
-0,4999999999999998
2,9
-1,1000000000000005
6,500000000000002
1,3000000000000003
3,6999999999999997
-5,199999999999999
-8,100000000000003
2,5999999999999996
0,1000000000000002
-9,700000000000005
-11,100000000000005
-4,6
-1,4
0,1
0
-1,5
-1
-3,9999999999999996
-1,1102230246251565E-16
-3,6999999999999997
-1,1000000000000005
-15,200000000000006
-5,700000000000001
-6,4
2,5999999999999996
-10,000000000000004
8,200000000000003
-8,600000000000003
3,3999999999999995
0,5999999999999999
0,9000000000000002
4,199999999999999
-10,600000000000005
4,6
-6,4
12,600000000000007
8,100000000000003
-16,800000000000004
-20,89999999999999
-12,500000000000007
-1,1
0
-2,3
-0,6000000000000001
-2,1999999999999997
-7,600000000000001
2,2
3,3
-1,9000000000000004
4,7
8,300000000000002
1,2000000000000002
-2,9
-2
0,20000000000000084
5,800000000000001
-0,30000000000000027
1,7000000000000002
1,5000000000000004
-1,0000000000000004
3,3
-1,0999999999999999
-0,7999999999999999
-3,6999999999999997
-8,600000000000003
-7,3000000000000025
-17,200000000000003
-10,700000000000005
0,6000000000000001
3,3999999999999995
0
1,7000000000000002
2,4
-8,200000000000003
-13,000000000000007
-0,2999999999999998
-8,400000000000002
-3,3999999999999995
-2,5999999999999996
2,3000000000000003
-3,099999999999999
-5,000000000000001
-0,6999999999999998
5,1000000000000005
-5,300000000000001
7,700000000000003
7,8000000000000025
6,600000000000001
2,799999999999999
-2,5999999999999996
2,9
1,3000000000000003
-1,1000000000000005
-5,4
-13,900000000000007
-13,300000000000008
-0,7
0,1
-0,1
6,600000000000001
2,6999999999999997
-0,19999999999999984
-6,600000000000001
3,5
7,100000000000001
-0,19999999999999984
-2,1
-4,199999999999999
1,0000000000000009
5,700000000000001
-1,1000000000000003
-0,9000000000000002
9,800000000000004
5,6
1,6
-2,2000000000000006
5,700000000000001
3,8000000000000003
1,3000000000000003
2,9999999999999996
-1,5000000000000004
0,6000000000000002
-22,799999999999983
-19,299999999999997
-0,6000000000000001
0,2
-0,3
2,9999999999999996
2,4
-9,400000000000004
-1,9
5
-0,09999999999999976
-2,1
-3,3
-3,3
3,3
-8,100000000000003
5,5
-4,699999999999999
-4,3
-0,5000000000000002
0,8999999999999998
7,400000000000002
3,3
3,3999999999999995
-0,9000000000000002
7,3000000000000025
13,900000000000007
-10,500000000000005
-14,500000000000009
-19,699999999999996
0,1
-0,2
1,4
-2,1999999999999997
-5,4
-17,800000000000004
-2,1999999999999997
-1,9000000000000004
-2,1999999999999997
-2,1999999999999997
0,3000000000000005
-3,6999999999999997
-5,1000000000000005
1,5
-1,7000000000000002
-2,1
-11,800000000000006
2,9
-1,7999999999999998
-0,7000000000000005
6,200000000000001
1,1000000000000005
7,3000000000000025
0,5
2,1
5,800000000000001
-14,90000000000001
-12,500000000000007
0
0,3
1,5
-2
-2,9
-7,900000000000002
2,9
-2,1999999999999997
6,600000000000001
-1,5
3,3999999999999995
-1,8000000000000007
5
-8,200000000000003
2,7
-4,9
-3,499999999999999
-9,900000000000004
-7,100000000000002
5,700000000000001
2,3000000000000003
3,5
-2,9
2,1999999999999997
1,7000000000000002
2,1999999999999997
-1,1
-4,1
-1,6
0,1
1,3
0,30000000000000004
-0,5000000000000002
0,20000000000000018
7,200000000000001
7,000000000000002
-0,8999999999999998
3,7999999999999994
4,5
-2
-0,20000000000000062
-7,900000000000002
0,5000000000000002
-16,20000000000001
-21,39999999999999
-5,199999999999999
-8,400000000000002
-4,799999999999999
-7,600000000000001
5
10,000000000000004
-4,8
6,100000000000001
2,1
-0,7999999999999999
-6,400000000000001
-1,9
